보행자전용도로명,시도명,시군구명,법정동명,지정일자,운영방식구분,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,보행자전용도로시작점위도,보행자전용도로시작점경도,보행자전용도로종료점위도,보행자전용도로종료점경도,자전거보행자겸용도로구분,보행자전용도로폭,보차분리여부,지정목적,관리점검일자,관리점검결과,유지보수내용,영상정보기처리기기설치개수,보안등설치개수,횡단보도설치개수,방호울타리설치개수,차량진입억제용말뚝설치개수,속도저감시설설치개수,교통표지판설치개수,이정표설치개수,점자블럭설치개수,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
소3-32,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.407012,126.711682,37.407022,126.711481,,6, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-33,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.403068,126.716062,37.403017,126.715068,,6, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-34,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.404458,126.718038,37.404543,126.718005,,5, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-35,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.409332,126.733876,37.409426,126.733802,,5, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-36,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.410299,126.735576,37.410347,126.735513,,5, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-37,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.404905,126.733635,37.405081,126.733448,,5, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-38,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.406183,126.736143,37.406386,126.735892,,5, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-44,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.405171,126.721893,37.405054,126.721952,,8, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-45,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.404764,126.723721,37.404747,126.723592,,4, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-46,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.406259,126.727441,37.406077,126.727555,,4, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-47,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.401334,126.713198,37.401324,126.713415,,6, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-50,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.406882,126.711675,37.406868,126.711715,,4, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-51,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.405082,126.709343,37.405208,126.709413,,4, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-52,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.403541,126.710441,37.403588,126.710298,,4, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-53,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.403546,126.710947,37.403503,126.711031,,4, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-55,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.404412,126.714293,37.404589,126.714286,,6, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-55,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.407012,126.711682,37.407022,126.711481,,6, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-56,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.404182,126.714133,37.404272,126.714117,,4, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-57,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.404434,126.712266,37.404489,126.712277,,5, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-59,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.404446,126.716005,37.405985,126.715753,,6, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-60,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.408432,126.722902,37.408457,126.722621,,4, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-61,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.409074,126.723122,37.409156,126.722816,,6, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-62,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.406225,126.724818,37.406206,126.724633,,4, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
소3-63,인천광역시,남동구,논현동,,전일제,00:00,23:59,00:00,23:59,37.407655,126.730287,37.407715,126.730227,,6, ,보행환경개선,2020-07-23,합격,,,,,,,,,,,인천광역시 남동구,032-453-5646,2022-10-15,3530000,인천광역시 남동구
원도안로-17,대전광역시,서구,도안동,2005-12-30,전일제,00:00,23:59,00:00,23:59,36.3298900,127.3413550,36.3298900,127.3413550,,8, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
원도안로-18,대전광역시,서구,도안동,2005-12-30,전일제,00:00,23:59,00:00,23:59,35.2449550,128.9263790,35.2449550,128.9263790,,8, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
원도안로-19,대전광역시,서구,도안동,2005-12-30,전일제,00:00,23:59,00:00,23:59,36.3255800,127.3484620,36.3256260,127.3511570,,8, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
원도안로-20,대전광역시,서구,도안동,,전일제,00:00,23:59,00:00,23:59,36.3243510,127.3464740,36.3234500,127.3464480,,8, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
원도안로-21,대전광역시,서구,도안동,2005-12-30,전일제,00:00,23:59,00:00,23:59,35.2267800,128.9157710,35.2273790,128.9145740,,8, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
원도안로-22,대전광역시,서구,도안동,2007-11-09,전일제,00:00,23:59,00:00,23:59,35.2279870,128.9138620,35.2398770,128.9244300,,8, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
원도안로-23,대전광역시,서구,도안동,2005-12-30,전일제,00:00,23:59,00:00,23:59,36.3231880,127.3443960,36.3230670,127.3441920,,8, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
원도안로-24,대전광역시,서구,도안동,,전일제,00:00,23:59,00:00,23:59,36.3242510,127.3442070,36.3225570,127.3442070,,8, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
원도안로-25,대전광역시,서구,도안동,2005-12-30,전일제,00:00,23:59,00:00,23:59,36.3199580,127.3424490,35.2292220,128.9104270,,8, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
원도안로-26,대전광역시,서구,도안동,2005-12-30,전일제,00:00,23:59,00:00,23:59,36.3191540,127.3438810,36.3201410,127.3428000,,8, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
원도안로-27,대전광역시,서구,도안동,2005-12-30,전일제,00:00,23:59,00:00,23:59,36.3202850,127.3436340,36.3201460,127.3432380,,8, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
원도안로-28,대전광역시,서구,도안동,2005-12-30,전일제,00:00,23:59,00:00,23:59,36.3203230,127.3440000,36.3202850,127.3436340,,8, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
원도안로-29,대전광역시,서구,도안동,2005-12-30,전일제,00:00,23:59,00:00,23:59,35.2391000,128.9184820,36.3191540,127.3438810,,8, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
둔산중로-1,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.3501500,127.3869330,36.3501600,127.3875480,,8, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
둔산중로-2,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.3494320,127.3884560,36.3491530,127.3884600,,8, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
둔산중로-3,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.3501360,127.3897150,36.3501300,127.3900000,,8, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
둔산중로-4,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.3524290,127.3897130,36.3524260,127.3900000,,8, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
둔산중로-5,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.3603920,127.3900940,36.3599260,127.3900000,,5, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
둔산중로-6,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.3586240,127.3900000,36.3578740,127.3900000,,5, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
둔산중로-7,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.3595830,127.3831800,36.3595680,127.3865230,,5, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
둔산중로-8,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.3595790,127.3865630,36.3594560,127.3799420,,5, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
둔산중로-9,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.3575650,127.3745140,36.3575580,127.3764330,,5, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
둔산중로-10,대전광역시,서구,둔산동,1989-12-23,전일제,00:00,23:59,00:00,23:59,36.3543720,127.3767540,36.3543690,127.3770630,,6, ,보행환경개선,2019-07-20,합격,,,,,,,,,,,대전광역시 서구청 건설과,042-288-3925,2022-09-19,3660000,대전광역시 서구
보행자전용도로-416,경기도,성남시,운중동,,전일제,00:00,23:59,00:00,23:59,37.388498,127.084157,37.388623,127.083595,,6, ,보행환경개선,2022-10-18,합격,,,,,,,,,,,경기도 성남시 분당구청,031-729-8092,2022-10-23,3780000,경기도 성남시
소로3-대동16,대전광역시,동구,대동,,전일제,12:00,22:00,10:00,22:00,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2020-12-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2021-09-17,3640000,대전광역시 동구
소로3-대동43,대전광역시,동구,대동,,전일제,12:00,22:00,10:00,22:00,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2020-12-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2021-09-17,3640000,대전광역시 동구
소로3-대동47,대전광역시,동구,자양동,,전일제,12:00,22:00,10:00,22:00,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2020-12-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2021-09-17,3640000,대전광역시 동구
소로3-대성04,대전광역시,동구,낭월동,,전일제,12:00,22:00,10:00,22:00,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2020-12-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2021-09-17,3640000,대전광역시 동구
소로3-대성05,대전광역시,동구,낭월동,,전일제,12:00,22:00,10:00,22:00,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2020-12-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2021-09-17,3640000,대전광역시 동구
소로3-성남65,대전광역시,동구,가양동,,전일제,12:00,22:00,10:00,22:00,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2020-12-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2021-09-17,3640000,대전광역시 동구
소로3-성남70,대전광역시,동구,성남동,,전일제,12:00,22:00,10:00,22:00,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2020-12-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2021-09-17,3640000,대전광역시 동구
소로3-성남71,대전광역시,동구,성남동,,전일제,12:00,22:00,10:00,22:00,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2020-12-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2021-09-17,3640000,대전광역시 동구
소로3-세천05,대전광역시,동구,세천동,,전일제,12:00,22:00,10:00,22:00,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2020-12-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2021-09-17,3640000,대전광역시 동구
소로3-세천06,대전광역시,동구,세천동,,전일제,12:00,22:00,10:00,22:00,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2020-12-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2021-09-17,3640000,대전광역시 동구
소로3-소제10,대전광역시,동구,소제동,,전일제,12:00,22:00,10:00,22:00,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2020-12-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2021-09-17,3640000,대전광역시 동구
소로3-신흥22,대전광역시,동구,인동,,전일제,12:00,22:00,10:00,22:00,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2020-12-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2021-09-17,3640000,대전광역시 동구
소로3-용운84-1,대전광역시,동구,용운동,,전일제,12:00,22:00,10:00,22:00,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2020-12-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2021-09-17,3640000,대전광역시 동구
소로3-용운85,대전광역시,동구,용운동,,전일제,12:00,22:00,10:00,22:00,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2020-12-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2021-09-17,3640000,대전광역시 동구
소로3-용운86,대전광역시,동구,용운동,,전일제,12:00,22:00,10:00,22:00,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2020-12-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2021-09-17,3640000,대전광역시 동구
소로3-용운87,대전광역시,동구,용운동,,전일제,12:00,22:00,10:00,22:00,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2020-12-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2021-09-17,3640000,대전광역시 동구
소로3-용운89,대전광역시,동구,용운동,,전일제,12:00,22:00,10:00,22:00,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2020-12-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2021-09-17,3640000,대전광역시 동구
소로3-용운90,대전광역시,동구,용운동,,전일제,12:00,22:00,10:00,22:00,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2020-12-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2021-09-17,3640000,대전광역시 동구
소로3-용운91,대전광역시,동구,용운동,,전일제,12:00,22:00,10:00,22:00,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2020-12-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2021-09-17,3640000,대전광역시 동구
소로3-용운101,대전광역시,동구,용운동,,전일제,12:00,22:00,10:00,22:00,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2020-12-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2021-09-17,3640000,대전광역시 동구
소로3-천동23,대전광역시,동구,천동,,전일제,12:00,22:00,10:00,22:00,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2020-12-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2021-09-17,3640000,대전광역시 동구
소로3-판암48,대전광역시,동구,판암동,,전일제,12:00,22:00,10:00,22:00,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2020-12-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2021-09-17,3640000,대전광역시 동구
소로3-판암49,대전광역시,동구,판암동,,전일제,12:00,22:00,10:00,22:00,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2020-12-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2021-09-17,3640000,대전광역시 동구
소로3-판암50,대전광역시,동구,판암동,,전일제,12:00,22:00,10:00,22:00,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2020-12-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2021-09-17,3640000,대전광역시 동구
소로3-판암51,대전광역시,동구,판암동,,전일제,12:00,22:00,10:00,22:00,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2020-12-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2021-09-17,3640000,대전광역시 동구
소로3-낭월29,대전광역시,동구,낭월동,,전일제,12:00,22:00,10:00,22:00,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2020-12-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2021-09-17,3640000,대전광역시 동구
소로3-대동03,대전광역시,동구,대동,,전일제,12:00,22:00,10:00,22:00,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2020-12-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2021-09-17,3640000,대전광역시 동구
월미문화로,인천광역시,중구,북성동1가,2005-01-01,전일제,00:00,23:59,00:00,23:59,37.476941,126.597723,37.471199,126.596501,,20, ,특화거리조성,2020-06-30,합격,,,,,,,,,,,인천광역시 중구청,032-760-7454,2022-07-27,3490000,인천광역시 중구
신포동 소(특)3-78호선,인천광역시,중구,신포동,2017-03-20,전일제,00:00,23:59,00:00,23:59,37.470613,126.625811,37.471047,126.626126,,6, ,특화거리조성,2020-06-30,합격,,,,,,,,,,,인천광역시 중구청,032-760-7454,2022-07-27,3490000,인천광역시 중구
소로3-대흥22호선,대전광역시,중구,대흥동,1969-04-11,전일제,00:00,23:59,00:00,23:59,36.3184425,127.420133,36.319599,127.426932,전용,4,Y,보행환경개선,2022-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2022-08-01,3650000,대전광역시 중구
소로4-대흥8호선,대전광역시,중구,대흥동,1969-04-11,전일제,00:00,23:59,00:00,23:59,36.3184425,127.420133,36.3227242,127.424933,전용,4,Y,보행환경개선,2022-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2022-08-01,3650000,대전광역시 중구
소로4-대흥21호선,대전광역시,중구,대흥동,1969-04-11,전일제,00:00,23:59,00:00,23:59,36.3227242,127.424933,36.3184824,127.421614,전용,3,Y,보행환경개선,2022-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2022-08-01,3650000,대전광역시 중구
소로3-문화70호선,대전광역시,중구,문화동,2001-06-14,전일제,00:00,23:59,00:00,23:59,36.3227242,127.424933,36.3117269,127.412893,전용,6,Y,보행환경개선,2022-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2022-08-01,3650000,대전광역시 중구
소로4-사정2호선,대전광역시,중구,사정동,1995-02-06,전일제,00:00,23:59,00:00,23:59,36.2873081,127.379181,36.2873081,127.379181,전용,4,Y,보행환경개선,2022-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2022-08-01,3650000,대전광역시 중구
소로4-사정5호선,대전광역시,중구,사정동,1995-02-06,전일제,00:00,23:59,00:00,23:59,36.2873081,127.379181,36.2873081,127.379181,전용,3,Y,보행환경개선,2022-04-01,합격,,,,,,,,,,,대전광역시 중구청,042-606-6828,2022-08-01,3650000,대전광역시 중구
소로3-용운98,대전광역시,동구,용운동,,전일제,12:00,22:00,10:00,22:00,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2020-12-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2021-09-17,3640000,대전광역시 동구
소로3-용운99,대전광역시,동구,용운동,,전일제,12:00,22:00,10:00,22:00,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2020-12-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2021-09-17,3640000,대전광역시 동구
소로3-용운100,대전광역시,동구,용운동,,전일제,12:00,22:00,10:00,22:00,36.326999,127.432683,36.326999,127.432683,,3, ,보행환경개선,2020-12-11,합격,,,,,,,,,,,대전광역시 동구청,042-251-4857,2021-09-17,3640000,대전광역시 동구
보행자전용도로-172,경기도,성남시,정자1동,,전일제,00:00,23:59,00:00,23:59,37.371044,127.106551,37.372307,127.106569,,10, ,보행환경개선,2022-10-18,합격,,,,,,,,,,,경기도 성남시 분당구청,031-729-7461,2022-10-23,3780000,경기도 성남시
보행자전용도로-173,경기도,성남시,정자1동,,전일제,00:00,23:59,00:00,23:59,37.367936,127.106563,37.368401,127.106581,,10, ,보행환경개선,2022-10-18,합격,,,,,,,,,,,경기도 성남시 분당구청,031-729-7461,2022-10-23,3780000,경기도 성남시
보행자전용도로-174,경기도,성남시,정자1동,,전일제,00:00,23:59,00:00,23:59,37.366752,127.106594,37.367799,127.106546,,10, ,보행환경개선,2022-10-18,합격,,,,,,,,,,,경기도 성남시 분당구청,031-729-7461,2022-10-23,3780000,경기도 성남시
보행자전용도로-175,경기도,성남시,정자1동,,전일제,00:00,23:59,00:00,23:59,37.364219,127.106571,37.365528,127.106579,,10, ,보행환경개선,2022-10-18,합격,,,,,,,,,,,경기도 성남시 분당구청,031-729-7461,2022-10-23,3780000,경기도 성남시
보행자전용도로-176,경기도,성남시,정자1동,,전일제,00:00,23:59,00:00,23:59,37.363608,127.106592,37.364076,127.106585,,10, ,보행환경개선,2022-10-18,합격,,,,,,,,,,,경기도 성남시 분당구청,031-729-7461,2022-10-23,3780000,경기도 성남시
보행자전용도로-177,경기도,성남시,정자1동,,전일제,00:00,23:59,00:00,23:59,37.361651,127.104534,37.361669,127.105838,,6, ,보행환경개선,2022-10-18,합격,,,,,,,,,,,경기도 성남시 분당구청,031-729-7461,2022-10-23,3780000,경기도 성남시
보행자전용도로-178,경기도,성남시,정자1동,,전일제,00:00,23:59,00:00,23:59,37.361686,127.106954,37.361681,127.106126,,6, ,보행환경개선,2022-10-18,합격,,,,,,,,,,,경기도 성남시 분당구청,031-729-7461,2022-10-23,3780000,경기도 성남시
보행자전용도로-179,경기도,성남시,정자1동,,전일제,00:00,23:59,00:00,23:59,37.361673,127.107861,37.361681,127.107258,,6, ,보행환경개선,2022-10-18,합격,,,,,,,,,,,경기도 성남시 분당구청,031-729-7461,2022-10-23,3780000,경기도 성남시
보행자전용도로-180,경기도,성남시,정자1동,,전일제,00:00,23:59,00:00,23:59,37.358372,127.107957,37.358386,127.106755,,15, ,보행환경개선,2022-10-18,합격,,,,,,,,,,,경기도 성남시 분당구청,031-729-7461,2022-10-23,3780000,경기도 성남시
보행자전용도로-181,경기도,성남시,정자2동,,전일제,00:00,23:59,00:00,23:59,37.366178,127.109984,37.366191,127.111057,,15, ,보행환경개선,2022-10-18,합격,,,,,,,,,,,경기도 성남시 분당구청,031-729-7461,2022-10-23,3780000,경기도 성남시
보행자전용도로-182,경기도,성남시,정자2동,,전일제,00:00,23:59,00:00,23:59,37.366117,127.112576,37.366221,127.114591,,15, ,보행환경개선,2022-10-18,합격,,,,,,,,,,,경기도 성남시 분당구청,031-729-7461,2022-10-23,3780000,경기도 성남시
보행자전용도로-183,경기도,성남시,정자2동,,전일제,00:00,23:59,00:00,23:59,37.366201,127.118782,37.366184,127.117361,,15, ,보행환경개선,2022-10-18,합격,,,,,,,,,,,경기도 성남시 분당구청,031-729-7461,2022-10-23,3780000,경기도 성남시
보행자전용도로-184,경기도,성남시,정자2동,,전일제,00:00,23:59,00:00,23:59,37.366178,127.116534,37.366186,127.114996,,15, ,보행환경개선,2022-10-18,합격,,,,,,,,,,,경기도 성남시 분당구청,031-729-7461,2022-10-23,3780000,경기도 성남시
보행자전용도로-185,경기도,성남시,정자2동,,전일제,00:00,23:59,00:00,23:59,37.366194,127.119298,37.366217,127.121273,,15, ,보행환경개선,2022-10-18,합격,,,,,,,,,,,경기도 성남시 분당구청,031-729-7461,2022-10-23,3780000,경기도 성남시
보행자전용도로-186,경기도,성남시,정자3동,,전일제,00:00,23:59,00:00,23:59,37.359457,127.123192,37.359595,127.122942,,10, ,보행환경개선,2022-10-18,합격,,,,,,,,,,,경기도 성남시 분당구청,031-729-7461,2022-10-23,3780000,경기도 성남시
