허가구역명,장소유형,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,푸드트럭운영대수,허가구역사용료,허가구역운영시작일자,허가구역운영종료일자,허가구역휴무일,허가구역평일운영시작시각,허가구역평일운영종료시각,허가구역주말운영시작시각,허가구역주말운영종료시각,1월운영시작시각,1월운영종료시각,2월운영시작시각,2월운영종료시각,3월운영시작시각,3월운영종료시각,4월운영시작시각,4월운영종료시각,5월운영시작시각,5월운영종료시각,6월운영시작시각,6월운영종료시각,7월운영시작시각,7월운영종료시각,8월운영시작시각,8월운영종료시각,9월운영시작시각,9월운영종료시각,10월운영시작시각,10월운영종료시각,11월운영시작시각,11월운영종료시각,12월운영시작시각,12월운영종료시각,판매제한품목,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
곡성심청축제장,2,전라남도,곡성군,전라남도 곡성군오곡면 기차마을로 232,,35.27753265,127.3082865,,0,2019-10-03,2019-10-06,연중무휴,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,곡성군청,061-360-8635,2021-09-07,4860000,전라남도 곡성군
함평공영주차장 내(현재 미운영),2,전라남도,함평군,전라남도 함평군 함평읍 기각리 994-12,전라남도 함평군 함평읍 기각리 994-12,,,1,"연161,920원",2016-12-16,2018-12-15,미운영,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,함평군,061-320-1644,2021-09-25,4960000,전라남도 함평군
남광주시장,99,광주광역시,동구,광주광역시 동구 제봉로7,광주광역시 동구 학동55,35.1389375,126.9218722,0,0,2016-09-09,2022-12-31,월+화+수+목,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,주류,광주광역시 동구청,062-608-2463,2022-09-05,3590000,광주광역시 동구
아시아문화전당,1,광주광역시,동구,광주광역시 동구 문화전당로38,광주광역시 동구 광산동 13,35.14691559,126.9199945,10,0,2017-08-24,2022-12-31,월+화+수+목,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,17:00,21:00,주류,광주광역시 동구청,062-608-2463,2022-09-05,3590000,광주광역시 동구
푸드트럭존,5,경상북도,영덕군,,경상북도 영덕군 축산면 축산리 944-7,,,1,월 10100원,2021-08-31,2023-08-30,연중무휴,09:00,18:00,09:00,20:00,09:00,17:00,09:00,17:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,18:00,09:00,18:00,09:00,18:00,주류,경상북도 영덕군청,054-730-6172,2022-08-25,5180000,경상북도 영덕군
푸드트럭존,5,경상북도,영덕군,,경상북도 영덕군 축산면 축산리 944-7,,,1,월 10100원,2021-11-06,2023-11-05,연중무휴,09:00,18:00,09:00,20:00,09:00,17:00,09:00,17:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,18:00,09:00,18:00,09:00,18:00,주류,경상북도 영덕군청,054-730-6172,2022-08-25,5180000,경상북도 영덕군
푸드트럭존,99,경상북도,영덕군,,경상북도 영덕군 영덕읍 창포리 113-1,,,1,월 47000원,2021-09-14,2023-09-13,연중무휴,09:00,18:00,09:00,20:00,09:00,17:00,09:00,17:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,18:00,09:00,18:00,09:00,18:00,주류,경상북도 영덕군청,054-730-6172,2022-08-25,5180000,경상북도 영덕군
푸드트럭존,99,경상북도,영덕군,,경상북도 영덕군 영덕읍 창포리 328-1,,,1,월 173910원,2021-11-29,2023-09-13,연중무휴,09:00,18:00,09:00,20:00,09:00,17:00,09:00,17:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,18:00,09:00,18:00,09:00,18:00,주류,경상북도 영덕군청,054-730-6172,2022-08-25,5180000,경상북도 영덕군
한강신도시 호수공원,4,경기도,김포시,경기도 김포시 김포한강8로 302,경기도 김포시 마산동 617-2,37.64518843,126.6350124,1,월18984원,2019-09-20,2021-09-19,연중무휴,12:00,20:00,11:00,21:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,경기도 김포시청,031-980-2238,2022-09-16,4090000,경기도 김포시
서울외곽고속도로 김포TG내측 졸음쉼터,7,경기도,김포시,경기도 김포시 김포대로319번길 209-23,경기도 김포시 고촌읍 신곡리 756-3,37.59225829,126.7683869,1,월110000원,2022-05-23,2023-05-22,연중무휴,07:00,20:00,07:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,경기도 김포시청,031-980-2238,2022-09-16,4090000,경기도 김포시
드롭탑 오송역 언더패스점,99,충청북도,흥덕구,충청북도 청주시 흥덕구 오송읍 오송리 15-4,충청북도 청주시 흥덕구 오송읍 오송리 15-4,,,,0,2020-07-24,2025-03-31,연중무휴,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청북도 청주시 흥덕구청,043-201-1972,2022-08-18,5710000,충청북도 청주시
교보타워이면도로,99,서울특별시,서초구,서울특별시 서초구 강남대로69길 8,서울특별시 서초구 서초동 1309-8,37.50184446,127.0246534,1,749500,2017-01-01,2022-12-31,연중무휴,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,,서울특별시 서초구,02-2155-6954,2022-11-25,3210000,서울특별시 서초구
반포쇼핑타운4동,99,서울특별시,서초구,서울특별시 서초구 신반포로 189,서울특별시 서초구 잠원동 69-2,37.5065454,127.004826,2,320850,2017-01-01,2022-12-31,연중무휴,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,,서울특별시 서초구,02-2155-6954,2022-11-25,3210000,서울특별시 서초구
남부터미널,99,서울특별시,서초구,서울특별시 서초구 효령로 292,서울특별시 서초구 서초동 1446-1,37.48354661,127.0151109,1,354300,2017-01-01,2022-12-31,연중무휴,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,,서울특별시 서초구,02-2155-6954,2022-11-25,3210000,서울특별시 서초구
반포쇼핑타운2동,99,서울특별시,서초구,서울특별시 서초구 신반포로 165,서울특별시 서초구 잠원동 75-15,37.5057134,127.002152,1,343700,2021-06-01,2022-12-31,연중무휴,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,,서울특별시 서초구,02-2155-6954,2022-11-25,3210000,서울특별시 서초구
엑스포시민광장,4,대전광역시,서구,대전광역시 서구 둔산대로 169,대전광역시 서구 만년동 396,36.36646857,127.3880154,4,0,2017-12-15,2018-02-18,연중무휴,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,,대전광역시 서구 위생과,042-288-3334,2022-05-17,3660000,대전광역시 서구
강진오감통,99,전라남도,강진군,전라남도 강진군 강진읍 오감길 2,,34.63914516,126.7735554,0,0,2018-10-01,2021-09-30,연중무휴,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,,전라남도 강진군청,061-430-3362,2022-05-04,4920000,전라남도 강진군
고려청자박물관,99,전라남도,강진군,전라남도 강진군 대구면 청자촌길 33,,34.50866203,126.8008374,0,0,2018-10-01,2021-09-30,연중무휴,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,,전라남도 강진군청,061-430-3732,2022-05-04,4920000,전라남도 강진군
시문학파기념관,99,전라남도,강진군,전라남도 강진군 강진읍 영랑생가길 14,,34.642288,126.7659603,0,0,2018-10-01,2021-09-30,연중무휴,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,,전라남도 강진군청,061-430-3372,2022-05-04,4920000,전라남도 강진군
다산박물관,99,전라남도,강진군,전라남도 강진군 도암면 다산로 766-20,,34.57641194,126.7499561,0,0,2018-10-01,2021-09-30,연중무휴,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,,전라남도 강진군청,061-430-3912,2022-05-04,4920000,전라남도 강진군
강진군도서관,99,전라남도,강진군,전라남도 강진군 강진읍 남문길 10,,34.6405087,126.7697201,0,0,2018-10-01,2021-09-30,연중무휴,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,,전라남도 강진군청,061-430-3832,2022-05-04,4920000,전라남도 강진군
강진군아트홀,99,전라남도,강진군,전라남도 강진군 강진읍 영랑로1길 9,,34.63817527,126.7704992,0,0,2018-10-01,2021-09-30,연중무휴,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,,전라남도 강진군청,061-430-3972,2022-05-04,4920000,전라남도 강진군
앵강소공원내,8,경상남도,남해군,경상남도 남해군 이동면 남해대로 1856-3,경상남도 남해군 이동면 무림리 1798,34.78432799,127.9613395,1,년 6970원,2016-11-10,2022-11-24,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,주류,남해군 보건소,055-860-3242,2022-03-29,5430000,경상남도 남해군
송정해수욕장 주차장,8,경상남도,남해군,,경상남도 남해군 미조면 송정리1131,34.7235513,128.0249358,1,0,2016-12-23,2022-12-30,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,주류,남해군 보건소,055-860-3242,2022-03-29,5430000,경상남도 남해군
남해유배문학관,8,경상남도,남해군,경상남도 남해군 남해읍 남해대로 2745,경상남도 남해군 남해읍 남변리 555,34.83195528,127.8991855,1,년 93550원,2017-06-07,2023-06-13,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,주류,남해군 보건소,055-860-3242,2022-03-29,5430000,경상남도 남해군
경상남도수산기술사업소 남해사무소,8,경상남도,남해군,,경상남도 남해군 삼동면 금송리 1342-32,34.82976877,128.0082644,,0,2020-01-01,2099-12-31,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,주류,남해군 보건소,055-860-3244,2022-03-29,5430000,경상남도 남해군
남양주체육문화센터 푸드트럭존,3,경기도,남양주시,경기도 남양주시 다산지금로 91,경기도 남양주시 이패동 산87,37.60592685,127.1777885,1,0,2018-08-01,2020-12-31,연중무휴,00:00,12:00,00:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,경기도 남양주시청,031-590-3979,2022-03-31,3990000,경기도 남양주시
경인아라뱃길 시천교,5,인천광역시,서구,,인천광역시 서구 시천동 159-1,,,4,"연 630,500원",2019-01-04,2021-01-03,연중무휴,10:00,22:00,10:00,22:00,10:00,20:00,10:00,20:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,20:00,10:00,20:00,주류,한국수자원공사 인천김포권지사,032-590-2252,2021-07-28,3560000,인천광역시 서구
안산자락길 숲속카페,99,서울특별시,서대문구,,서울특별시 서대문구 현저동 107-399,,,1,무상,2020-03-20,2021-02-28,일요일 ~ 수요일,00:00,00:00,00:00,00:00,09:30,,,,,,,,,,,,,,,,,,,,,,,,주류,서대문구청 보건위생과,02-330-8951,2020-01-01,3120000,서울특별시 서대문구
의좋은형제공원 주차장,2,충청남도,예산군,충청남도 예산군 대흥면 예당로 885,충청남도 예산군 대흥면 동서리 384-11,36.60826625,126.7918293,,0,2017-03-15,2099-12-31,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 예산군,041-339-7482,2022-05-24,4610000,충청남도 예산군
사적지 제229호 충의사 주차장,2,충청남도,예산군,,충청남도 예산군 덕산면 시량리 119-1,36.68653715,126.651381,,0,2017-03-15,2099-12-31,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 예산군,041-339-7482,2022-05-24,4610000,충청남도 예산군
유형문화재 제43호 추사고택 주차장,2,충청남도,예산군,충청남도 예산군 신암면 추사고택로 261,충청남도 예산군 신암면 용궁리 904,36.74693565,126.7984593,,0,2017-03-15,2099-12-31,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 예산군,041-339-7482,2022-05-24,4610000,충청남도 예산군
예당관광지 주차장,2,충청남도,예산군,,충청남도 예산군 응봉면 후사리 448-1,,,,0,2017-03-15,2099-12-31,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 예산군,041-339-7482,2022-05-24,4610000,충청남도 예산군
덕산도립공원 수덕사 주차장,4,충청남도,예산군,,충청남도 예산군 덕산면 사천리 25-36,36.65581805,126.6207305,,0,2017-03-15,2099-12-31,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 예산군,041-339-7482,2022-05-24,4610000,충청남도 예산군
무한천체육공원 주차장,4,충청남도,예산군,,충청남도 예산군 예산읍 산성리 435-2,,,,0,2017-03-15,2099-12-31,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 예산군,041-339-7482,2022-05-24,4610000,충청남도 예산군
국립공주대학교 산업과학대학 주차장,6,충청남도,예산군,충청남도 예산군 예산읍 대학로 54,충청남도 예산군 예산읍 대회리 1,36.66988834,126.8594141,,0,2017-03-15,2099-12-31,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 예산군,041-339-7482,2022-05-24,4610000,충청남도 예산군
영남이공대학교 기계공학관 맞은편 공터,6,대구광역시,남구,대구광역시 남구 현충로 170,대구광역시 남구 대명동 317-1,35.84767574,128.5841726,0,0,2018-03-02,2018-12-15,연중무휴,11:00,14:00,00:00,00:00,,,,,11:00,14:00,11:00,14:00,11:00,14:00,11:00,14:00,,,11:00,14:00,11:00,14:00,11:00,14:00,11:00,14:00,11:00,14:00,,대구광역시 남구청,053-664-2764,2022-05-20,3440000,대구광역시 남구
대덕문화전당,8,대구광역시,남구,"대구광역시 남구 앞산순환로 478, 대덕문화전당",대구광역시 남구 대명동 산 201-4 대덕문화전당,35.831309,128.5770162,0,0,2019-05-05,2019-05-05,연중무휴,11:00,14:00,00:00,00:00,,,,,,,,,11:00,14:00,,,,,,,,,,,,,,,,대구광역시 남구청,053-664-2764,2022-05-20,3440000,대구광역시 남구
소정탕수육,99,충청북도,흥덕구,충청북도 청주시 흥덕구 옥산면 오송가락로 1056 (청주리버파크자이),충청북도 청주시 흥덕구 옥산면 가락리 981 청주리버파크자이,,,,0,2021-12-02,2022-09-30,연중무휴,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청북도 청주시 흥덕구청,043-201-1972,2022-08-18,5710000,충청북도 청주시
플레이팜,99,충청북도,흥덕구,"충청북도 청주시 흥덕구 강내면 청주역로 213-52, 한국잠사박물관 내",충청북도 청주시 흥덕구 강내면 학천리 175,,,,0,2022-03-22,2025-12-31,연중무휴,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청북도 청주시 흥덕구청,043-201-1972,2022-08-18,5710000,충청북도 청주시
바로곱창,99,충청북도,흥덕구,"충청북도 청주시 흥덕구 송화로214번길 7 (송절동, 청주테크노폴리스푸르지오)",충청북도 청주시 흥덕구 송절동 851 청주테크노폴리스푸르지오,,,,0,2022-06-16,2023-05-10,연중무휴,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청북도 청주시 흥덕구청,043-201-1972,2022-08-18,5710000,충청북도 청주시
주주(JuJu) 찹쌀도너츠,99,충청북도,흥덕구,"충청북도 청주시 흥덕구 송화로214번길 7 (송절동, 청주테크노폴리스푸르지오)",충청북도 청주시 흥덕구 송절동 851 청주테크노폴리스푸르지오,,,,0,2022-06-27,2023-05-10,연중무휴,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청북도 청주시 흥덕구청,043-201-1972,2022-08-18,5710000,충청북도 청주시
커피친구들,99,충청북도,청원구,충청북도 청주시 청원구 오창읍 미래지로 68,충청북도 청주시 청원구 오창읍 용두리 1 외 18필지(청원생명축제장),,,,0,2017-09-11,2017-10-22,연중무휴,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청북도 청주시 청원구청,043-201-1972,2022-08-18,5710000,충청북도 청주시
성수푸드,99,충청북도,청원구,충청북도 청주시 청원구 오창읍 미래지로 68,충청북도 청주시 청원구 오창읍 용두리 1 18필지(2017청원생명축제장),,,,0,2017-09-20,2017-10-01,연중무휴,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청북도 청주시 청원구청,043-201-1972,2022-08-18,5710000,충청북도 청주시
노란푸드,99,충청북도,청원구,충청북도 청주시 청원구 내수읍 초정리 59 외 25필지 세종대왕과초정약수축제,충청북도 청주시 청원구 내수읍 초정리 59 외 25필지 세종대왕과초정약수축제,,,,0,2018-05-24,2018-05-27,연중무휴,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청북도 청주시 청원구청,043-201-1972,2022-08-18,5710000,충청북도 청주시
다코아찌,99,충청북도,청원구,"충청북도 청주시 청원구 오창읍 가곡길 46, 충청북도 농업기술원 1층",충청북도 청주시 청원구 오창읍 괴정리 383 충청북도 농업기술원,,,,0,2018-05-28,2018-06-05,연중무휴,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청북도 청주시 청원구청,043-201-1972,2022-08-18,5710000,충청북도 청주시
마피아 츄러스,99,충청북도,청원구,"충청북도 청주시 청원구 대성로 298, 청주대학교 대운동장 (2018 중국인유학생페스티벌) (내덕동)",충청북도 청주시 청원구 내덕동 36 청주대학교,,,,0,2018-09-14,2018-09-16,연중무휴,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청북도 청주시 청원구청,043-201-1972,2022-08-18,5710000,충청북도 청주시
라온푸드,99,충청북도,청원구,충청북도 청주시 청원구 오창읍 오창공원로 96 (한신 더 휴 센트럴파크),충청북도 청주시 청원구 오창읍 각리 636-2 한신 더 휴 센트럴파크 알뜰장터,,,,0,2021-08-05,2022-07-06,연중무휴,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청북도 청주시 청원구청,043-201-1972,2022-08-18,5710000,충청북도 청주시
관광지-푸드트럭 업소명: 백로트레일러,99,강원도,홍천군,강원도 홍천군 서면 한치골길 262 (오션월드 실내 입구),강원도 홍천군 서면 팔봉리 산 125-17,,,1,월 매출액의 40,2021-01-01,2022-12-31,일주일에 한번 자율적 휴무,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,,강원도 홍천군청,033-430-2654,2022-06-22,4250000,강원도 홍천군
관광지-푸드트럭 업소명:백로트레일러2호점,99,강원도,홍천군,강원도 홍천군 서면 한치골길 262 (오션월드 실외 공간),강원도 홍천군 서면 팔봉리 1290-2,,,1,월 매출액의 40,2021-01-01,2022-12-31,일주일에 한번 자율적 휴무,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,,강원도 홍천군청,033-430-2654,2022-06-22,4250000,강원도 홍천군
관광지-푸드트럭 업소명:스노위랜드푸드트레일러1호,99,강원도,홍천군,"강원도 홍천군 서면 한치골길 262, 대명비발디파크",강원도 홍천군 서면 팔봉리 1290-2 대명비발디파크,,,1,월 매출액의 15,2021-12-01,2022-03-31,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,,강원도 홍천군청,033-430-2654,2022-06-22,4250000,강원도 홍천군
관광지-푸드트럭 업소명:스노위랜드푸드트레일러2호,99,강원도,홍천군,"강원도 홍천군 서면 한치골길 262, 대명비발디파크",강원도 홍천군 서면 팔봉리 1290-2 대명비발디파크,,,1,월 매출액의 15,2021-12-01,2022-03-31,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,,강원도 홍천군청,033-430-2654,2022-06-22,4250000,강원도 홍천군
관광지-푸드트럭 업소명:가든파인,99,강원도,홍천군,"강원도 홍천군 서면 한치골길 262, 비발디파크 단지 내",강원도 홍천군 서면 팔봉리 1290-2 대명비발디파크,,,1,0,2021-12-01,2022-03-31,연중무휴,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,,강원도 홍천군청,033-430-2654,2022-06-22,4250000,강원도 홍천군
소요쿠키앤커피,3,전라북도,전주시 완산구,"전라북도 전주시 완산구 모악산자락길 22, 완산생활체육공원 내 푸드트럭 존",,,,,"월660,000",2016-10-15,2022-04-22,미지정,09:30,17:30,09:30,17:30,,,,,,,,,,,,,,,,,,,,,,,,,,전주시시설관리공단,063-239-2569,2021-10-05,4640000,전라북도 전주시
전주지역자활센터청년사업콩닥콩닥푸드트럭,3,전라북도,전주시 완산구,"전라북도 전주시 완산구 모악산자락길 22, 완산생활체육공원 내 푸드트럭 존",,,,,"월35,800",2020-09-01,2022-12-13,미지정,11:00,17:00,11:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,전주시시설관리공단,063-239-2569,2021-10-05,4640000,전라북도 전주시
중문해수욕장주차장,2,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 색달동 2950-3,33.2449362422,126.4147621547,1,0,2020-12-01,2025-07-15,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,제주특별자치도 서귀포시청,064-760-2424,2022-12-15,6520000,제주특별자치도 서귀포시
중문해수욕장주차장,2,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 색달동 2950-3,33.2449362422,126.4147621547,1,0,2020-12-24,2025-07-15,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,제주특별자치도 서귀포시청,064-760-2424,2022-12-15,6520000,제주특별자치도 서귀포시
제2산록도로 광평교차로,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 안덕면 동광리 산 28,33.3293939262,126.3563919641,1,14200원,2021-04-13,2023-04-01,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,제주특별자치도 서귀포시청,064-760-2424,2022-12-15,6520000,제주특별자치도 서귀포시
남조로 사려니숲길입구,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 표선면 가시리 산 158-4,33.3948882127,126.6851488953,1,0,2021-04-08,2023-04-07,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,제주특별자치도 서귀포시청,064-760-2424,2022-12-15,6520000,제주특별자치도 서귀포시
남조로 사려니숲길입구,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 표선면 가시리 산 158-4,33.3948882127,126.6851488953,1,0,2021-04-07,2023-04-07,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,제주특별자치도 서귀포시청,064-760-2424,2022-12-15,6520000,제주특별자치도 서귀포시
남조로 사려니숲길입구,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 표선면 가시리 산 158-4,33.3948882127,126.685139,1,0,2021-04-07,2023-04-07,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,제주특별자치도 서귀포시청,064-760-2424,2022-12-15,6520000,제주특별자치도 서귀포시
남조로 사려니숲길입구,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 표선면 가시리 산 158-4,33.394888,126.685149,1,0,2021-04-09,2023-04-07,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,제주특별자치도 서귀포시청,064-760-2424,2022-12-15,6520000,제주특별자치도 서귀포시
구)탐라대교차로,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 하원동 산 76-1,33.2911445095,126.4609316536,1,19000원,2021-06-07,2023-05-31,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,제주특별자치도 서귀포시청,064-760-2424,2022-12-15,6520000,제주특별자치도 서귀포시
솔오름주차장,99,제주특별자치도,서귀포시,제주특별자치도 서귀포시 당동산로83번길 5,제주특별자치도 서귀포시 서홍동 2142-7,33.2692859042,126.5420903805,1,56980원,2021-11-03,2023-10-06,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,제주특별자치도 서귀포시청,064-760-2424,2022-12-15,6520000,제주특별자치도 서귀포시
