로컬푸드인증번호,인증유효시작일자,인증유효종료일자,인증취소일자,사업장도로명주소,사업장지번주소,생산지도로명주소,생산지지번주소,품목명,재배면적,재배규모,인증부여일자,사업자명,사업자등록번호,전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
2021-03-0398,2021-09-29,2023-09-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 낙평1길 27,,대파,,,2021-09-29,이덕원,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0399,2021-10-25,2023-10-24,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 항가길 19-4,,호박,,,2021-09-29,이석홍,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0400,2021-09-29,2023-09-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 봉동동서로 41,,깻잎,,,2021-09-29,이성무,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0401,2021-09-29,2023-09-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 상관면 만덕산길 369-1,,부추,,,2021-09-29,이영숙,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0402,2021-09-29,2023-09-28,,전라북도 완주군 용진읍 지암로 61,,"전라북도 완주군 봉동읍 하보상길 18-6, 201동 508호(봉동한신2차아파트)",,고추,,,2021-09-29,이완근,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0346,2021-11-28,2023-11-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 비봉면 문장길 75-8,,방울토마토,,,2021-08-30,정병문,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0347,2021-09-27,2023-09-26,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 상관면 계월길 14,,깻잎,,,2021-08-30,정인철,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0348,2021-09-16,2023-09-15,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 이서금평길 56-8,,고추,,,2021-08-30,조만진,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0349,2021-10-31,2023-10-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 고산면 원서봉길 50-12,,고추,,,2021-08-30,조미경,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0350,2021-10-25,2023-10-24,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 상관면 계월길 25,,깻잎,,,2021-08-30,진강원,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0351,2021-09-16,2023-09-15,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 비봉면 다리실길 34-8,,깻잎,,,2021-08-30,최갑상,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0352,2021-08-30,2023-08-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 경천면 만수동길 86,,부추,,,2021-08-30,최광순,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0353,2021-08-30,2023-08-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 신중길 38-12,,열무,,,2021-08-30,최동운,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0354,2021-08-30,2023-08-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 평촌로 249,,고추,,,2021-08-30,허정순,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0355,2021-08-30,2023-08-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 화산면 화산남로 438-11,,대파,,,2021-08-30,홍정란,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-02-0356,2021-10-25,2023-10-24,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 소양면 인덕길 231-34,,다래,,,2021-09-29,여미영,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-02-0357,2021-09-29,2023-09-28,,전라북도 완주군 용진읍 지암로 61,,"전라북도 완주군 봉동읍 하보상길18-6,202동 705호(봉동한신2차아파트)",,포도,,,2021-09-29,장재혁,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-02-0358,2021-09-29,2023-09-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 추동안길 48-5,,포도,,,2021-09-29,고봉수,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-02-0359,2021-10-31,2023-10-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 학다리길 43,,포도,,,2021-09-29,이경실,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0360,2021-09-29,2023-09-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 용진읍 목효로 91-1,,대파,,,2021-09-29,강순례,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-02-0361,2021-09-29,2023-09-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 쌍정길 20-4,,대추,,,2021-09-29,김공순,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0362,2021-09-29,2023-09-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 개태길 34-1,,무청,,,2021-09-29,김명화,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0363,2021-09-29,2023-09-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 화산면 신구로 326,,여름두릅,,,2021-09-29,김석,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0364,2021-09-29,2023-09-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 평촌로 359,,고추,,,2021-09-29,김성희,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0365,2021-09-29,2023-09-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 항가반월길 26,,땅두릅,,,2021-09-29,김수복,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-02-0366,2021-11-28,2023-11-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 낙평남북로 105,,사과,,,2021-09-29,김용명,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-05-0367,2021-09-29,2023-09-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 용진읍 두억길 31,,땅콩,,,2021-09-29,김윤식,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0368,2021-09-29,2023-09-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 난산평촌로 36-75,,가지,,,2021-09-29,김정례,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-05-0369,2021-09-29,2023-09-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 용진읍 신기서계길 6,,참깨,,,2021-09-29,김태순,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-02-0370,2021-09-29,2023-09-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 동상면 구수길 150-3,,대추,,,2021-09-29,김형숙,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0371,2021-09-29,2023-09-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 낙평남북로 32,,대파,,,2021-09-29,명승현,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-02-0372,2021-09-29,2023-09-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 용진읍 원상운길 46-3,,복숭아,,,2021-09-29,박광순,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-02-0373,2021-10-25,2023-10-24,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 화산면 화산남로 107,,밤,,,2021-09-29,박문갑,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-05-0374,2021-10-25,2023-10-24,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 낙평2길 23,,땅콩,,,2021-09-29,박수정,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-02-0318,2021-08-30,2023-08-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 동상면 구수길 174,,사과,,,2021-08-30,김정환,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0319,2021-09-16,2023-09-15,,전라북도 완주군 용진읍 지암로 61,,"전라북도 완주군 봉동읍 한계길10, 3동 301호(진성아파트)",,무우,,,2021-08-30,김평순,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2019-03-0204,2021-08-30,2023-08-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 용진읍 목효로 131,,미나리,,,2021-08-30,김현봉,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0320,2021-09-16,2023-09-15,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 상관면 왜목로 676-11,,대파,,,2021-08-30,김현철,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-01-0321,2021-08-30,2023-08-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 모악산길 132,,고구마,,,2021-08-30,김홍식,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-02-0322,2021-09-16,2023-09-15,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 경천면 구재길 13,,대추,,,2021-08-30,남석우,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0323,2021-09-16,2023-09-15,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 봉동로 925-11,,열무,,,2021-08-30,박건우,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-02-0324,2021-08-30,2023-08-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 이서남로 224-16,,배,,,2021-08-30,박복애,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0325,2021-09-16,2023-09-15,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 상관면 원마치길 10,,상추,,,2021-08-30,박순덕,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0326,2021-08-30,2023-08-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 용진읍 신기서계길 4-34,,고추,,,2021-08-30,박영자,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0327,2021-08-30,2023-08-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 용진읍 도계길 54,,청양고추,,,2021-08-30,박형규,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0328,2021-09-16,2023-09-15,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 고산면 고산천로 424,,고추,,,2021-08-30,박형순,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0329,2021-09-28,2023-09-27,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 상관면 신리로 23,,가지,,,2021-08-30,소영숙,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0330,2021-08-30,2023-08-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 구이로 1595-7,,가지,,,2021-08-30,송인순,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-02-0331,2021-09-16,2023-09-15,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 원광곡1길 32,,복숭아,,,2021-08-30,신인순,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0332,2021-08-30,2023-08-29,,전라북도 완주군 용진읍 지암로 61,,"전라북도 완주군 봉동읍 낙평장기로 10, 103동 1106호(봉동광신프로그레스아파트)",,상추,,,2021-08-30,심규태,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0333,2021-08-30,2023-08-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 백제대학로 43-14,,고추,,,2021-08-30,심재열,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0334,2021-08-30,2023-08-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 용진읍 용흥시천길 11,,고추,,,2021-08-30,유성옥,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0335,2021-09-16,2023-09-15,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 구이로 474-2,,고구마순,,,2021-08-30,유영순,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0336,2021-08-30,2023-08-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 용진읍 양전지동길 97-13,,고추,,,2021-08-30,이근로,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0337,2021-09-30,2023-09-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 구이로 1488,,상추,,,2021-08-30,이동훤,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-02-0338,2021-09-16,2023-09-15,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 신상길 65,,포도,,,2021-08-30,이석구,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0339,2021-09-16,2023-09-15,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 항가길 30,,가지,,,2021-08-30,이석용,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-04-0340,2021-09-16,2023-09-15,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 운주면 금고당로 953,,더덕,,,2021-08-30,이시엽,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0341,2021-10-25,2023-10-24,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 호지길 73,,고추,,,2021-08-30,이은희,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0342,2021-09-27,2023-09-26,,전라북도 완주군 용진읍 지암로 61,,"전라북도 완주군 상관면 신리로99, 103동1603호(신세대지큐빌아파트)",,대파,,,2021-08-30,이정숙,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0343,2021-08-30,2023-08-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 항가반월길 27,,고추,,,2021-08-30,이향자,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0344,2021-10-31,2023-10-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 장미로 101-30,,삼채,,,2021-08-30,임순태,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2021-03-0345,2021-10-25,2023-10-24,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 상관면 만덕산길 236,,고추,,,2021-08-30,장숙자,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0188,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 원두현길 16-9,,블루베리,,,2022-06-29,이대신,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0189,2022-08-31,2024-08-30,,전라북도 완주군 용진읍 지암로 61,,"전라북도 완주군 삼례읍 후정로 58-1, 101동 406호(우남아파트)",,대파,,,2022-06-29,이문우,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0190,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 두방길 83,,상추,,,2022-06-29,이봉임,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0191,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 봉강구만길 32-2,,대파,,,2022-06-29,이상근,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0192,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 용진읍 간중안길 45,,고추,,,2022-06-29,이선덕,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0193,2022-07-30,2024-07-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 성덕길 37-6,,고추,,,2022-06-29,이영로,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0194,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 용진읍 하이1길 51-12,,머위,,,2022-06-29,이용식,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0195,2022-08-31,2024-08-30,,전라북도 완주군 용진읍 지암로 61,,"전라북도 완주군 이서면 이문길 15, 101동 904호(부영아파트)",,살구,,,2022-06-29,이일근,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-01-0196,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 소양면 죽절길 23,,감자,,,2022-06-29,이종구,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0197,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 경천면 구재길 119-22,,마늘,,,2022-06-29,이창구,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0198,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 둔산신봉길 130-7,,블루베리,,,2022-06-29,이현구,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0199,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 항가길 21-6,,고추,,,2022-06-29,이화일,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0200,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 구만길 51,,대파,,,2022-06-29,임병완,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0201,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 비봉면 구상중하길 3,,대파,,,2022-06-29,임영록,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0202,2022-07-30,2024-07-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 난산평촌로 29,,블루베리,,,2022-06-29,임원석,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0203,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 용진읍 목효로 115-10,,미나리,,,2022-06-29,정성기,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-01-0204,2022-08-31,2024-08-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 상학길 50-7,,감자,,,2022-06-29,정성훈,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0205,2022-07-30,2024-07-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 원광곡1길 46,,복숭아,,,2022-06-29,정종선,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0206,2022-07-30,2024-07-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 상개길 52-32,,배추,,,2022-06-29,주정우,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0207,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 동상면 수만길 239,,복숭아,,,2022-06-29,지준영,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0208,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 용진읍 운곡신촌길 34-2,,대파,,,2022-06-29,최낙준,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0209,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 서정길 92-38,,마늘,,,2022-06-29,최종웅,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0210,2022-07-30,2024-07-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 용진읍 도계길 3-28,,복숭아,,,2022-06-29,최태순,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0211,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 덕천지등2길 17,,매실,,,2022-06-29,황구택,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0212,2022-09-25,2024-09-24,,전라북도 완주군 용진읍 지암로 61,,전라북도 소양면 명덕로 18-16,,블루베리,,,2022-07-29,이춘희,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0213,2022-07-30,2024-07-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 용진읍 신지송광로 278,,포도,,,2022-07-29,노경석,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0214,2022-08-10,2024-08-09,,전라북도 완주군 용진읍 지암로 61,,전라북도 이서면 정농홍개길 34-24,,복숭아,,,2022-07-29,박서이,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0215,2022-07-29,2024-07-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 비봉면 백도길 127-16,,토마토,,,2022-07-29,양원기,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0216,2022-08-10,2024-08-09,,전라북도 완주군 용진읍 지암로 61,,전라북도 삼례읍 전후와길 24-2,,배,,,2022-07-29,유희동,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0159,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 구이면 원평촌길 118-6,,자두,,,2022-06-29,강종수,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0160,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 용진읍 완주로 510-11,,복숭아,,,2022-06-29,공미애,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-01-0161,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 용진읍 원구억1길 35,,감자,,,2022-06-29,권우택,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0162,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 제촌길 121,,밤호박,,,2022-06-29,김균태,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0163,2022-08-31,2024-08-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 동상면 수만길 123-23,,양파,,,2022-06-29,김근오,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0164,2022-07-30,2024-07-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 용진읍 신지용복1길 62-2,,대파,,,2022-06-29,김나리,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0165,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 상관면 만덕산길 470,,엇갈이배추,,,2022-06-29,김봉욱,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0166,2022-08-31,2024-08-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 고산면 고산천로 879-5,,양파,,,2022-06-29,김생현,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0167,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 이서로 21,,고추,,,2022-06-29,김은정,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0168,2022-07-30,2024-07-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 소양면 상관소양로 1024-39,,블루베리,,,2022-06-29,김철호,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0169,2022-07-30,2024-07-29,,전라북도 완주군 용진읍 지암로 61,,"전라북도 완주군 상관면 신리로 99, 106동1103호(신세대지큐빌아파트)",,복숭아,,,2022-06-29,김학기,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0170,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,"전라북도 완주군 봉동읍 둔산1로131, 106동 1102호(모아엘가아파트)",,땅두릅,,,2022-06-29,김현경,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0171,2022-07-30,2024-07-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 화산면 운곡로 538-20,,부추,,,2022-06-29,노영복,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-01-0172,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 상개길 53,,감자,,,2022-06-29,류정선,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0173,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 상관면 새원길 2,,살구,,,2022-06-29,문봉순,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0174,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,"전라북도 완주군 소양면 원등산길 121-23, 5호",,코끼리마늘,,,2022-06-29,문순석,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0175,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 용진읍 상삼용암2길 94-6,,가지,,,2022-06-29,박명순,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0176,2022-08-31,2024-08-30,,전라북도 완주군 용진읍 지암로 61,,"전라북도 완주군 용진읍 완주로 812, 101동 502호(대영아파트)",,복숭아,,,2022-06-29,박정규,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0177,2022-07-30,2024-07-29,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 봉동읍 제내신촌1길 51-6,,오이,,,2022-06-29,배경옥,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0178,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 동상면 동상로 780-40,,복숭아,,,2022-06-29,백승주,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0179,2022-08-31,2024-08-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 삼례읍 별산농원길 62,,오이,,,2022-06-29,서완석,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-01-0180,2022-08-31,2024-08-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 고산면 양화로 362,,감자,,,2022-06-29,성철호,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0181,2022-08-31,2024-08-30,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 비봉면 천호로 923-26,,아삭이상추,,,2022-06-29,소희영,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-01-0182,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 대농금계길 110-16,,감자,,,2022-06-29,송근성,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0183,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 상개길 52-30,,자두,,,2022-06-29,송방용,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-02-0184,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,전라북도 완주군 이서면 정농대농길 109-9,,복숭아,,,2022-06-29,안태신,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
2022-03-0185,2022-06-29,2024-06-28,,전라북도 완주군 용진읍 지암로 61,,"전라북도 완주군 이서면 반교로51, 304동 507호(혁신도시에코르3단지아파트)",,비트,,,2022-06-29,여향순,,,전라북도 완주군,2022-09-30,4720000,전라북도 완주군
