시도명,시군구명,도로명,지정사유,지정연도,도로폭,도로연장,도로차로수,보차분리여부,시작점위도,시작점경도,종료점위도,종료점경도,도로안내표지일련번호,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
전라남도,순천시,신대6블럭 매안2길 (신대리2033~2033-3 ),,2016,9,69,1,N,34.97654572,127.4042148,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,신대6블럭 매안2길(아이미소유치원~신대리 2027 ),,2016,9,69,1,N,34.97654572,127.4042148,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,신대6블럭 매안2길(신대리 2023-7~2023-4),,2016,9,69,1,N,34.97654572,127.4042148,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,신대3블럭 향매1길(뜰안채~신대리 1993-7),,2016,7,68,1,N,34.97654572,127.4042148,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,신대3블럭 향매1길(앨리스주차타워~신대부동산m),,2016,7,245,1,N,34.97654572,127.4042148,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,신대3블럭 향매1길(신대리 1992~뜰안채),,2016,7,128,1,N,34.97654572,127.4042148,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,신대3블럭 향매1길(금화빌딩~데뜨에스프레소),,2016,7,199,1,N,34.97654572,127.4042148,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,신대4블럭 향매2길(소담~송천B/D ),,2016,4,149,1,N,34.97654572,127.4042148,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,신대4블럭 향매2길(신대리2000-4 ~ 1999-1),,2016,4,129,1,N,34.97654572,127.4042148,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,신대7블럭 송산6길(팰리스빌~우주빌 ),,2016,9,183,1,N,34.97654572,127.4042148,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,신대7블럭 송산5길(다온빌~굿모닝힐 ),,2016,9,149,1,N,34.97654572,127.4042148,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,신대7블럭 송산5길(신대리 2051~팰리스빌),,2016,9,113,1,N,34.97654572,127.4042148,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,신대7블럭 송산5길(미르빌~수미빌),,2016,9,31,1,N,34.97654572,127.4042148,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,신대7블럭 송산5길(수미빌~햇살담은집),,2016,9,54,1,N,34.97654572,127.4042148,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,신대7블럭 송산4길(가구갤러리~신대리 2019),,2016,9,246,1,N,34.97654572,127.4042148,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
전라남도,순천시,신대7블럭 송산3길(신대리 2109~가구갤러리),,2016,9,91,1,N,34.97654572,127.4042148,34.97654572,127.4042148,,전라남도 순천시청 교통과,061-749-5919,2022-08-01,4820000,전라남도 순천시
충청남도,서산시,번화2로,,,6,540,1,N,36.780184,126.449117,36.781511,126.454606,,충청남도 서산시청,041-660-2735,2022-07-29,4530000,충청남도 서산시
충청남도,서산시,시장1로,,,6,200,1,N,36.783391,126.455038,36.781661,126.454861,,충청남도 서산시청,041-660-2735,2022-07-29,4530000,충청남도 서산시
충청남도,서산시,번화1로,,,5,360,1,N,36.782377,126.453391,36.781044,126.449929,,충청남도 서산시청,041-660-2735,2022-07-29,4530000,충청남도 서산시
충청남도,서산시,관아문길,,,5,200,1,N,36.782585,126.451449,36.780954,126.452226,,충청남도 서산시청,041-660-2735,2022-07-29,4530000,충청남도 서산시
경기도,이천시,향교로,주민건의,2013,3,200,1,N,37.28520255,127.4373616,37.28380394,127.4385149,,경기도 이천시청,031-644-2383,2022-07-14,4070000,경기도 이천시
경기도,이천시,향교로,주민건의,2013,3,110,1,N,37.28515946,127.4386581,37.28523605,127.4374407,,경기도 이천시청,031-644-2383,2022-07-14,4070000,경기도 이천시
경기도,이천시,향교로53번길,주민건의,2013,3,120,1,N,37.2859102,127.4433254,37.28478838,127.4433358,,경기도 이천시청,031-644-2383,2022-07-14,4070000,경기도 이천시
경기도,이천시,향교로57번길,주민건의,2013,3,150,1,N,37.28475499,127.4438317,37.28611044,127.4439919,,경기도 이천시청,031-644-2383,2022-07-14,4070000,경기도 이천시
경기도,이천시,향교로69번길,주민건의,2013,3,170,1,N,37.28606857,127.4455422,37.28460126,127.4451784,,경기도 이천시청,031-644-2383,2022-07-14,4070000,경기도 이천시
경기도,이천시,황무로,주민건의,,3,50,1,N,37.30400751,127.3720129,37.3042794,127.3715094,,경기도 이천시청,031-644-2383,2022-07-14,4070000,경기도 이천시
경상남도,김해시,가락로,,,10,250,1,Y,35.249582,128.873663,35.249582,128.873663,,경상남도 김해중부경찰서,055-344-8354,2022-06-17,5350000,경상남도 김해시
경상남도,김해시,분성로336번길,,,5,550,1,Y,35.234878,128.882698,35.230079,128.883353,,경상남도 김해중부경찰서,055-344-8354,2022-06-17,5350000,경상남도 김해시
경상남도,김해시,분성로365번길,,,5,300,1,N,35.236190,128.885785,35.236708,128.884761,,경상남도 김해중부경찰서,055-344-8354,2022-06-17,5350000,경상남도 김해시
경상남도,김해시,구지로,,,5,100,1,N,35.236599,128.882108,35.236433,128.881225,,경상남도 김해중부경찰서,055-344-8354,2022-06-17,5350000,경상남도 김해시
경상남도,김해시,가락로64번길,,,7,200,1,N,35.232461,128.883703,35.232259,128.881949,,경상남도 김해중부경찰서,055-344-8354,2022-06-17,5350000,경상남도 김해시
경상남도,김해시,김해대로2385번길,,,5,80,1,N,35.230693,128.887079,35.229901,128.886928,,경상남도 김해중부경찰서,055-344-8354,2022-06-17,5350000,경상남도 김해시
경상남도,김해시,김해대로2385번길,,,5,90,1,N,35.229956,128.887358,35.230507,128.887282,,경상남도 김해중부경찰서,055-344-8354,2022-06-17,5350000,경상남도 김해시
경상남도,김해시,분성로346번길,,,5,400,1,N,35.231347,128.883870,35.233676,128.883750,,경상남도 김해중부경찰서,055-344-8354,2022-06-17,5350000,경상남도 김해시
경상남도,김해시,활천로255번길,,,8,200,1,Y,35.245775,128.907386,35.245775,128.907386,,경상남도 김해중부경찰서,055-344-8354,2022-06-17,5350000,경상남도 김해시
경상남도,김해시,가락로93번길,,,5,350,1,Y,35.235025,128.881142,35.234037,128.878899,,경상남도 김해중부경찰서,055-344-8354,2022-06-17,5350000,경상남도 김해시
경상남도,김해시,가락로93번길,,,5,250,1,Y,35.233904,128.878243,35.232780,128.874217,,경상남도 김해중부경찰서,055-344-8354,2022-06-17,5350000,경상남도 김해시
경상남도,김해시,가락로93번길,,,5,320,1,Y,35.236611,128.880930,35.236242,128.879724,,경상남도 김해중부경찰서,055-344-8354,2022-06-17,5350000,경상남도 김해시
경상남도,김해시,분성로627번길,,,6,120,1,N,35.237102,128.915059,35.237102,128.915059,,경상남도 김해중부경찰서,055-344-8354,2022-06-17,5350000,경상남도 김해시
경상남도,김해시,삼안로77번길,,,7,250,2,N,35.236387,128.917060,35.236568,128.914871,,경상남도 김해중부경찰서,055-344-8354,2022-06-17,5350000,경상남도 김해시
경상남도,김해시,분성로3번길,,,6,580,1,N,35.235847,128.851146,35.233925,128.848447,,경상남도 김해중부경찰서,055-344-8354,2022-06-17,5350000,경상남도 김해시
경상남도,김해시,식만로,,,6,500,1,Y,35.219539,128.922776,35.218230,128.918781,,경상남도 김해중부경찰서,055-344-8354,2022-06-17,5350000,경상남도 김해시
경상남도,김해시,금관대로,,,4,160,1,N,35.231330,128.850745,35.232866,128.849708,,경상남도 김해중부경찰서,055-344-8354,2022-06-17,5350000,경상남도 김해시
경상남도,김해시,해반천로,,,6,200,1,Y,35.262044,128.870395,35.261878,128.868476,,경상남도 김해중부경찰서,055-344-8354,2022-06-17,5350000,경상남도 김해시
경상남도,김해시,해반천로,,,6,200,1,Y,35.262290,128.868084,35.262531,128.870332,,경상남도 김해중부경찰서,055-344-8354,2022-06-17,5350000,경상남도 김해시
경상남도,김해시,송현로,,,6,280,1,N,35.248575,128.751313,35.248861,128.748469,,경상남도 김해서부경찰서,055-310-0343,2022-06-17,5350000,경상남도 김해시
경상남도,김해시,진영로,,,8,420,1,Y,35.304692,128.713287,35.303511,128.711248,,경상남도 김해서부경찰서,055-310-0343,2022-06-17,5350000,경상남도 김해시
경상남도,김해시,대청로,,,10,200,1,Y,35.185342,128.797857,35.185342,128.797857,,경상남도 김해서부경찰서,055-310-0343,2022-06-17,5350000,경상남도 김해시
경상남도,김해시,능동로155번길,,,12,260,1,Y,35.203196,128.808983,35.203755,128.808411,,경상남도 김해서부경찰서,055-310-0343,2022-06-17,5350000,경상남도 김해시
경상남도,김해시,칠산로459번길,,,9,120,1,N,35.213130,128.852577,35.212987,128.851905,,경상남도 김해서부경찰서,055-310-0343,2022-06-17,5350000,경상남도 김해시
경상남도,김해시,서부로,,,7,250,1,Y,35.233827,128.847335,35.235175,128.845680,,경상남도 김해서부경찰서,055-310-0343,2022-06-17,5350000,경상남도 김해시
경상남도,김해시,진영로109번길,,,4,90,1,N,35.304795,128.726201,35.304802,128.725340,,경상남도 김해서부경찰서,055-310-0343,2022-06-17,5350000,경상남도 김해시
경상남도,김해시,김해대로334번길,,,4,80,1,N,35.304802,128.725340,35.304326,128.726242,,경상남도 김해서부경찰서,055-310-0343,2022-06-17,5350000,경상남도 김해시
광주광역시,북구,동문대로266번길,교행불가,,9,300,2,N,,,,,,광주광역시북구,062-410-8932,2021-08-23,3600000,광주광역시 서구
광주광역시,북구,동문대로248번길,교행불가,,12,520,2,Y,,,,,,광주광역시북구,062-410-8932,2021-08-23,3600000,광주광역시 서구
광주광역시,북구,독립로,교행불가,,7.5,200,2,Y,,,,,,광주광역시북구,062-410-8932,2021-08-23,3600000,광주광역시 서구
광주광역시,북구,천변우로283번길,교행불가,,8,180,1,N,,,,,,광주광역시북구,062-410-8932,2021-08-23,3600000,광주광역시 서구
광주광역시,북구,천변우로,교행불가,,16,260,4,Y,,,,,,광주광역시북구,062-410-8932,2021-08-23,3600000,광주광역시 서구
광주광역시,북구,금재로73번길,교행불가,,8,300,1,N,,,,,,광주광역시북구,062-410-8932,2021-08-23,3600000,광주광역시 서구
광주광역시,북구,독립로237번길,교행불가,,8,300,1,N,,,,,,광주광역시북구,062-410-8932,2021-08-23,3600000,광주광역시 서구
광주광역시,북구,천변우로,교행불가,,18,750,4,Y,,,,,,광주광역시북구,062-410-8932,2021-08-23,3600000,광주광역시 서구
서울특별시,용산구,효창원로12길,,,5,160,1,N,37.533508,126.952858,37.534943,126.952773,,서울특별시 용산구청,02-2199-7750,2022-11-22,3020000,서울특별시 용산구
서울특별시,용산구,백범로87길,,,8,78,1,N,37.538256,126.967543,37.538233,126.967641,,서울특별시 용산구청,02-2199-7750,2022-11-22,3020000,서울특별시 용산구
서울특별시,용산구,백범로90라길,,,8,20,1,N,37.537911,126.968858,37.538233,126.967641,,서울특별시 용산구청,02-2199-7750,2022-11-22,3020000,서울특별시 용산구
서울특별시,용산구,녹사평대로32길,,,4,135,1,N,37.533641,126.990278,37.533644,126.989080,,서울특별시 용산구청,02-2199-7750,2022-11-22,3020000,서울특별시 용산구
서울특별시,용산구,녹사평대로40길,,,6,320,1,N,37.536021,126.987325,37.534594,126.989452,,서울특별시 용산구청,02-2199-7750,2022-11-22,3020000,서울특별시 용산구
서울특별시,용산구,한강대로54길,,,6,135,1,N,37.532530,126.972951,37.532865,126.971796,,서울특별시 용산구청,02-2199-7750,2022-11-22,3020000,서울특별시 용산구
서울특별시,용산구,백범로99가길,,,8,180,1,N,37.535095,126.971089,37.536387,126.971454,,서울특별시 용산구청,02-2199-7750,2022-11-22,3020000,서울특별시 용산구
서울특별시,용산구,원효로54길,,,6,126,1,N,37.535722,126.962669,37.534777,126.962389,,서울특별시 용산구청,02-2199-7750,2022-11-22,3020000,서울특별시 용산구
서울특별시,용산구,한강대로62나길,,,6,120,1,N,37.534753,126.974852,37.534276,126.973816,,서울특별시 용산구청,02-2199-7750,2022-11-22,3020000,서울특별시 용산구
서울특별시,용산구,한강대로52길,,,6,120,1,N,37.532312,126.971439,37.531897,126.972335,,서울특별시 용산구청,02-2199-7750,2022-11-22,3020000,서울특별시 용산구
서울특별시,용산구,이촌로65가길,,,6,270,2,Y,37.521393,126.975916,37.522258,126.972899,,서울특별시 용산구청,02-2199-7750,2022-11-22,3020000,서울특별시 용산구
서울특별시,용산구,한남대로 지선,,,4,15,1,N,37.534159,127.006556,37.534120,127.006488,,서울특별시 용산구청,02-2199-7750,2022-11-22,3020000,서울특별시 용산구
충청북도,음성군,오태로,,,3,140,1,Y,36.967502,127.485472,36.968172,127.484125,,충청북도 음성군청,043-871-3884,2022-11-17,4470000,충청북도 음성군
서울특별시,용산구,유엔빌리지길,,,6,455,1,N,37.537221,127.013155,37.534482,127.010452,,서울특별시 용산구청,02-2199-7750,2022-11-22,3020000,서울특별시 용산구
서울특별시,용산구,우사단로4길,,,6,500,2,N,37.531516,126.996731,37.530900,127.002079,,서울특별시 용산구청,02-2199-7750,2022-11-22,3020000,서울특별시 용산구
서울특별시,용산구,우사단로12길,,,4,118,1,N,37.533864,126.996866,37.533844,126.995893,,서울특별시 용산구청,02-2199-7750,2022-11-22,3020000,서울특별시 용산구
서울특별시,용산구,보광로60길,,,6,128,1,N,37.534116,126.995378,37.534002,126.994221,,서울특별시 용산구청,02-2199-7750,2022-11-22,3020000,서울특별시 용산구
서울특별시,광진구,광장로1길,,,7,182,1,N,37.546886,127.102211,37.547644,127.102041,,서울지방경찰청,02-700-5108,2023-01-19,3040000,서울특별시 광진구
서울특별시,광진구,광장로3길,,,7,169,1,N,37.547644,127.102041,37.547121,127.103152,,서울지방경찰청,02-700-5108,2023-01-19,3040000,서울특별시 광진구
서울특별시,광진구,광장로,,,6,43,1,N,37.547258,127.102527,37.546986,127.102606,,서울지방경찰청,02-700-5108,2023-01-19,3040000,서울특별시 광진구
서울특별시,광진구,광장로,,,6,50,1,N,37.547072,127.102958,37.547351,127.102832,,서울지방경찰청,02-700-5108,2023-01-19,3040000,서울특별시 광진구
서울특별시,광진구,아차산로66길,,,7,470,1,N,37.541225,127.096415,37.542202,127.101495,,서울지방경찰청,02-700-5108,2023-01-19,3040000,서울특별시 광진구
서울특별시,광진구,뚝섬로59길,,,8,388,1,N,37.531988,127.084281,37.535745,127.082825,,서울지방경찰청,02-700-5108,2023-01-19,3040000,서울특별시 광진구
서울특별시,광진구,뚝섬로57길,,,6,335,1,N,37.534248,127.081903,37.531832,127.083929,,서울지방경찰청,02-700-5108,2023-01-19,3040000,서울특별시 광진구
서울특별시,광진구,뚝섬로55길,,,6,183,1,N,37.532323,127.082427,37.533372,127.080897,,서울지방경찰청,02-700-5108,2023-01-19,3040000,서울특별시 광진구
서울특별시,광진구,자양로13나길,,,6,205,1,N,37.533480,127.080795,37.534810,127.079325,,서울지방경찰청,02-700-5108,2023-01-19,3040000,서울특별시 광진구
서울특별시,광진구,자양로15길,,,6,139,1,N,37.534611,127.078124,37.534994,127.079716,,서울지방경찰청,02-700-5108,2023-01-19,3040000,서울특별시 광진구
전라남도,여수시,허문정1길,보행안전,2012,9,110,1,N,34.746001,127.696001,34.747001,127.696001,NR-6-허문정1길-하-58,전라남도 여수시청,061-659-4153,2022-11-27,4810000,전라남도 여수시
전라남도,여수시,시청서1길,교통안전,2013,8,150,1,N,34.756001,127.663001,34.757001,127.663001,NR-6-시청서1길-하-18,전라남도 여수시청,061-659-4153,2022-11-27,4810000,전라남도 여수시
전라남도,여수시,도원로,교통안전,2013,8,160,1,N,34.757001,127.662001,34.756001,127.662001,NR-6-도원로-하-260,전라남도 여수시청,061-659-4153,2022-11-27,4810000,전라남도 여수시
전라남도,여수시,학동3길,보행안전,2013,6,50,1,N,34.761001,127.667001,34.760001,127.668001,NR-6-학동3길-하-7,전라남도 여수시청,061-659-4153,2022-11-27,4810000,전라남도 여수시
전라남도,여수시,여서로,교통안전,2013,12,2000,3,Y,34.745001,127.702001,34.746001,127.702001,NR-6-여서로-하-173,전라남도 여수시청,061-659-4153,2022-11-27,4810000,전라남도 여수시
전라남도,여수시,문수6길,교통안전,2013,9,250,1,N,34.747001,127.701001,34.749001,127.702001,NR-6-문수6길-하-25,전라남도 여수시청,061-659-4153,2022-11-27,4810000,전라남도 여수시
전라남도,여수시,여문1로,보행안전,2013,6,120,1,N,34.751001,127.705001,34.752001,127.706001,NR-6-여문1로-하-74,전라남도 여수시청,061-659-4153,2022-11-27,4810000,전라남도 여수시
전라남도,여수시,문수1길,교통안전,2013,6,120,1,N,34.752001,127.706001,34.751001,127.705001,NR-6-문수1길-하-7,전라남도 여수시청,061-659-4153,2022-11-27,4810000,전라남도 여수시
서울특별시,광진구,자양로6길,,,4,277,1,N,37.532997,127.088790,37.531745,127.086025,,서울지방경찰청,02-700-5108,2023-01-19,3040000,서울특별시 광진구
서울특별시,광진구,자양로2길,,,4,206,1,N,37.530502,127.086918,37.531286,127.088956,,서울지방경찰청,02-700-5108,2023-01-19,3040000,서울특별시 광진구
서울특별시,광진구,자양로5길,,,7,290,1,N,37.531883,127.085694,37.530732,127.082629,,서울지방경찰청,02-700-5108,2023-01-19,3040000,서울특별시 광진구
서울특별시,광진구,뚝섬로58길,,,4,54,1,N,37.531290,127.084330,37.531748,127.083988,,서울지방경찰청,02-700-5108,2023-01-19,3040000,서울특별시 광진구
서울특별시,광진구,뚝섬로58길,,,4,109,1,N,37.530424,127.084984,37.531215,127.084361,,서울지방경찰청,02-700-5108,2023-01-19,3040000,서울특별시 광진구
서울특별시,광진구,뚝섬로58가길,,,4,194,1,N,37.530843,127.084597,37.529975,127.082741,,서울지방경찰청,02-700-5108,2023-01-19,3040000,서울특별시 광진구
서울특별시,광진구,자양로3길,,,6,357,1,N,37.529384,127.082817,37.531023,127.086300,,서울지방경찰청,02-700-5108,2023-01-19,3040000,서울특별시 광진구
서울특별시,광진구,자양로3길,,,4,59,1,N,37.529955,127.084008,37.530354,127.083708,,서울지방경찰청,02-700-5108,2023-01-19,3040000,서울특별시 광진구
서울특별시,광진구,뚝섬로58길,,,2,76,1,N,37.529788,127.085441,37.530344,127.085033,,서울지방경찰청,02-700-5108,2023-01-19,3040000,서울특별시 광진구
서울특별시,광진구,자양로3가길,,,4,77,1,N,37.529353,127.084459,37.529869,127.084057,,서울지방경찰청,02-700-5108,2023-01-19,3040000,서울특별시 광진구
서울특별시,광진구,뚝섬로58길,,,4,99,1,N,37.529322,127.084535,37.529752,127.085403,,서울지방경찰청,02-700-5108,2023-01-19,3040000,서울특별시 광진구
서울특별시,광진구,뚝섬로58길,,,4,159,1,N,37.529312,127.084420,37.528710,127.082902,,서울지방경찰청,02-700-5108,2023-01-19,3040000,서울특별시 광진구
서울특별시,광진구,뚝섬로58길,,,4,78,1,N,37.528371,127.084101,37.528983,127.083923,,서울지방경찰청,02-700-5108,2023-01-19,3040000,서울특별시 광진구
서울특별시,광진구,뚝섬로56가길,,,4,137,1,N,37.528806,127.086532,37.528533,127.085135,,서울지방경찰청,02-700-5108,2023-01-19,3040000,서울특별시 광진구
충청북도,증평군,중앙로,교통흐름을 원활히 하기 위함,2016,6,60,1,Y,36.787194,127.585114,36.787021,127.584911,소로 3-78,충청북도 증평군청,043-835-3943,2022-11-10,5570000,충청북도 증평군
충청북도,증평군,송산로1길,교통흐름을 원활히 하기 위함,2013,6,300,1,Y,36.789555,127.576923,36.788578,127.577633,중로 3-24,충청북도 증평군청,043-835-3943,2022-11-10,5570000,충청북도 증평군
충청북도,증평군,중앙로 12길,교통흐름을 원활히 하기 위함,2017,6,60,1,Y,36.783954,127.581088,36.784443,127.580503,소로 2-14,충청북도 증평군청,043-835-3943,2022-11-10,5570000,충청북도 증평군
충청북도,증평군,진지내2길,교통흐름을 원활히 하기 위함,2020,7,145,1,Y,36.783209,127.589231,36.784226,127.590215,소로 2-28,충청북도 증평군청,043-835-3943,2022-11-10,5570000,충청북도 증평군
충청북도,증평군,중앙로,교통흐름을 원활히 하기 위함,2020,6,56,1,Y,36.778679,127.575787,36.778147,127.575757,소로 2-1,충청북도 증평군청,043-835-3943,2022-11-10,5570000,충청북도 증평군
충청북도,음성군,수정로,,,3,57,1,N,36.934972,127.693162,36.935105,127.693911,,충청북도 음성군청,043-871-3884,2022-11-17,4470000,충청북도 음성군
10,홍천군,홍천로2길,,2018,6,250,1,Y,37.690100,127.880589,37.689868,127.877757,,홍천군,033-430-2944,2019-11-21,4250000,강원도 홍천군
전라북도,장수군,노하숲길,부채도로,,5,1400,1,N,35.646546,127.514451,35.655839,127.520555,,전라북도 장수군청,063-350-2566,2022-10-24,4750000,전라북도 장수군
전라북도,장수군,송천로,부채도로,,5,370,1,N,35.649809,127.513651,35.646683,127.513884,,전라북도 장수군청,063-350-2566,2022-10-24,4750000,전라북도 장수군
전라북도,장수군,승마로,부채도로,,5,200,1,N,35.651948,127.514341,35.650353,127.513648,,전라북도 장수군청,063-350-2566,2022-10-24,4750000,전라북도 장수군
전라북도,장수군,장천로,부채도로,,5,800,1,N,35.656748,127.520733,35.652014,127.514382,,전라북도 장수군청,063-350-2566,2022-10-24,4750000,전라북도 장수군
서울특별시,서대문구,불광천길,,,4,585,1,Y,37.579990,126.906730,37.583940,126.910900,,서울특별시 서대문구,02-330-1797,2022-10-30,3120000,서울특별시 서대문구
서울특별시,서대문구,불광천길,,,4,380,1,Y,37.584140,126.911100,37.586880,126.913510,,서울특별시 서대문구,02-330-1797,2022-10-30,3120000,서울특별시 서대문구
서울특별시,서대문구,증가로32길,,,4,370,1,N,37.586620,126.914040,37.583830,126.911540,,서울특별시 서대문구,02-330-1797,2022-10-30,3120000,서울특별시 서대문구
서울특별시,서대문구,증가로31길,,,4,236,1,N,37.583630,126.911350,37.582090,126.909730,,서울특별시 서대문구,02-330-1797,2022-10-30,3120000,서울특별시 서대문구
서울특별시,서대문구,증가로29길,,,4,174,1,N,37.582440,126.910110,37.581620,126.911810,,서울특별시 서대문구,02-330-1797,2022-10-30,3120000,서울특별시 서대문구
서울특별시,서대문구,증가로29길,,,4,158,1,N,37.582360,126.912390,37.583310,126.911010,,서울특별시 서대문구,02-330-1797,2022-10-30,3120000,서울특별시 서대문구
서울특별시,서대문구,증가로29길,,,4,205,1,N,37.581190,126.911530,37.582700,126.912690,,서울특별시 서대문구,02-330-1797,2022-10-30,3120000,서울특별시 서대문구
서울특별시,서대문구,거북골로24길,,,4,304,1,N,37.581930,126.909550,37.579710,126.907180,,서울특별시 서대문구,02-330-1797,2022-10-30,3120000,서울특별시 서대문구
서울특별시,서대문구,증가로24길,,,4,140,1,N,37.580910,126.915350,37.581000,126.916840,,서울특별시 서대문구,02-330-1797,2022-10-30,3120000,서울특별시 서대문구
서울특별시,서대문구,증가로20길,,,5,105,1,N,37.581000,126.916840,37.580310,126.916040,,서울특별시 서대문구,02-330-1797,2022-10-30,3120000,서울특별시 서대문구
서울특별시,서대문구,거북골로,,,4,86,1,N,37.575620,126.912830,37.575520,126.913540,,서울특별시 서대문구,02-330-1797,2022-10-30,3120000,서울특별시 서대문구
서울특별시,서대문구,응암로,,,4,380,1,N,37.580130,126.911260,37.581560,126.908480,,서울특별시 서대문구,02-330-1797,2022-10-30,3120000,서울특별시 서대문구
서울특별시,서대문구,거북골로22길,,,4,320,1,N,37.580840,126.907730,37.579280,126.910630,,서울특별시 서대문구,02-330-1797,2022-10-30,3120000,서울특별시 서대문구
서울특별시,서대문구,거북골로20길,,,4,320,1,N,37.578300,126.909300,37.581030,126.911390,,서울특별시 서대문구,02-330-1797,2022-10-30,3120000,서울특별시 서대문구
서울특별시,서대문구,증가로24나길,,,4,110,1,N,37.582250,126.916710,37.581810,126.915670,,서울특별시 서대문구,02-330-1797,2022-10-30,3120000,서울특별시 서대문구
서울특별시,서대문구,응암로,,,5,45,1,N,37.577210,126.908840,37.577470,126.908490,,서울특별시 서대문구,02-330-1797,2022-10-30,3120000,서울특별시 서대문구
서울특별시,서대문구,거북골로19길,,,4,90,1,N,37.577470,126.908490,37.578160,126.909150,,서울특별시 서대문구,02-330-1797,2022-10-30,3120000,서울특별시 서대문구
서울특별시,서대문구,가재울로14길,,,5,240,1,N,37.576960,126.921580,37.575490,126.923490,,서울특별시 서대문구,02-330-1797,2022-10-30,3120000,서울특별시 서대문구
서울특별시,서대문구,가재울로10길,,,4,63,1,N,37.576810,126.922800,37.577380,126.922790,,서울특별시 서대문구,02-330-1797,2022-10-30,3120000,서울특별시 서대문구
서울특별시,서대문구,가재울로8길,,,4,56,1,N,37.576800,126.923420,37.577290,126.923420,,서울특별시 서대문구,02-330-1797,2022-10-30,3120000,서울특별시 서대문구
경상북도,포항시,대이로 159번길,,,5,140,1,N,36.02748433,129.3383235,36.02747741,129.3383316,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,대이로 143번길,,,5,140,1,N,36.02736822,129.3383866,36.02620051,129.3388956,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,대이로 143번길,,,3,138,1,N,36.026367,129.3394828,36.02755063,129.338966,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,대이로 159번길,,,3,138,1,N,36.02766323,129.3389097,36.02900105,129.3389756,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,대이로 143번길,,,5,210,2,N,36.02852852,129.3371606,36.02919765,129.3394626,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,중앙상가 7길,,,4,143,1,N,36.04020302,129.3638684,36.04002451,129.3655007,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,중앙상가2길,,,4,232,1,N,36.0370708,129.3623341,36.03616732,129.3644023,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,중앙상가 4길,,,4,237,1,N,36.03812606,129.3628495,36.03773097,129.3653504,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,중앙상가2길,,,4,55,1,N,36.0365122,129.3643322,36.03694598,129.3645517,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,중앙상가 3길,,,4,88,1,N,36.03705063,129.3646172,36.03777426,129.364926,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,중앙상가1길,,,4,88,1,N,36.03605802,129.3630914,36.03674775,129.3636389,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
경상북도,포항시,중앙상가 3길,,,4,232,1,N,36.03689308,129.3650064,36.03752586,129.3625598,,경상북도 포항시,054-270-3634,2020-10-27,5020000,경상북도 포항시
